Time (ms),L-AI,L-TS,C7,R-TS,R-AI,T8,R-WRIST-JOINT,R-ELBOW-JOINT
8459,13.65784454,23.23358917,17.22586441,7.780735016,17.39307404,12.09504986,-75.61474609,-165.6702118
8492,13.14006042,21.61867523,16.15604019,7.040248871,16.283638,11.29064178,-79.43505859,-169.592453
8525,12.38904572,19.77515411,14.89658928,6.011302948,14.97025299,10.24731445,-82.72354126,-172.756546
8558,11.42982483,17.73693848,13.48168182,4.796131134,13.46219635,9.009063721,-85.55001831,-175.096756
8592,10.31008911,15.55016327,11.94983864,3.523151398,11.81608582,7.649449348,-87.89523315,-176.5130157
8625,9.092140198,13.27511597,10.34652519,2.288574219,10.13340759,6.249864578,-89.73629761,-176.9255524
8659,7.863937378,11.00580597,8.756597519,1.149837494,8.525474548,4.892513275,-91.03149414,-176.3071442
8692,6.745246887,8.882904053,7.311927795,0.162979126,7.082374573,3.673994064,-91.67068481,-174.7094574
8729,5.861785889,7.056045532,6.147445679,-0.588474274,5.880836487,2.69704628,-91.4822998,-172.2545624
8768,5.305198669,5.611557007,5.338804245,-1.007854462,5.003623962,2.044513702,-90.32815552,-169.0468292
8800,5.097129822,4.545379639,4.871286392,-1.04643631,4.512626648,1.755622864,-88.19717407,-165.0822296
8829,5.163619995,3.787734985,4.663707733,-0.763389587,4.398300171,1.79567337,-85.14135742,-160.2707062
8858,5.365791321,3.231338501,4.616409302,-0.30802536,4.563476563,2.04741478,-81.08508301,-154.5361176
8891,5.578491211,2.770431519,4.643478394,0.172546387,4.843780518,2.360342026,-75.80276489,-147.8750153
8928,5.735412598,2.345794678,4.684059143,0.59677887,5.059829712,2.622512817,-69.34780884,-140.3203583
8957,5.822280884,1.943496704,4.702770233,0.931835175,5.087295532,2.790979385,-62.38317871,-131.9141693
8993,5.858085632,1.555099487,4.686834335,1.168712616,4.900268555,2.877300262,-55.59603882,-122.7812958
9024,5.883003235,1.165878296,4.644540787,1.333843231,4.569389343,2.92572403,-49.10986328,-113.1865845
9058,5.951431274,0.788787842,4.606721878,1.489055634,4.218269348,2.999607086,-42.81985474,-103.4697876
9092,6.125419617,0.496688843,4.62228775,1.696781158,3.963279724,3.171379089,-36.68611145,-93.9282074
9125,6.462249756,0.402450562,4.7364254,1.987728119,3.887565613,3.508766174,-30.6187439,-84.73670959
9160,6.989044189,0.594451904,4.970161438,2.367900848,4.052185059,4.049028397,-24.50804138,-75.96838379
9198,7.674552917,1.088195801,5.320409775,2.839748383,4.501724243,4.770036697,-18.39065552,-67.70010376
9230,8.427726746,1.824630737,5.75437355,3.36788559,5.240898132,5.586614609,-12.51490784,-60.03979492
9262,9.127182007,2.698226929,6.19121933,3.809574127,6.193626404,6.375162125,-7.070922852,-53.01948547
9293,9.659706116,3.588684082,6.515405655,3.926036835,7.193489075,7.004350662,-1.902954102,-46.53507996
9326,9.949302673,4.384368896,6.623134613,3.49388504,8.031387329,7.362007141,3.254211426,-40.4304657
9365,9.957893372,5.002929688,6.450866699,2.401721954,8.515579224,7.377268791,8.430160522,-34.61148071
9401,9.66709137,5.414291382,5.981460571,0.663192749,8.519676208,7.035009384,13.42987061,-29.085495
9432,9.078277588,5.651123047,5.25116539,-1.609596252,8.023834229,6.374883652,17.95500183,-23.92950439
9471,8.233268738,5.794433594,4.343523026,-4.223709106,7.115447998,5.476909637,21.70956421,-19.25431824
9499,7.222839355,5.946655273,3.366014481,-6.924571991,5.951911926,4.445217133,24.53092957,-15.21450806
9530,6.177253723,6.207305908,2.431762695,-9.448303223,4.723579407,3.396558762,26.3999939,-12.0176239
9562,5.243789673,6.647674561,1.64963913,-11.58519745,3.615409851,2.449163437,27.30899048,-9.891174316
9595,4.536239624,7.289398193,1.109205246,-13.20088959,2.776985168,1.697927475,27.18014526,-9.055511475
9627,4.088180542,8.110534668,0.863481522,-14.23445892,2.311065674,1.186248779,25.91326904,-9.728012085
9660,3.861183167,9.076171875,0.930686951,-14.7088089,2.262573242,0.90345192,23.46812439,-12.13339233
9697,3.787666321,10.16303253,1.308218002,-14.71892929,2.611480713,0.810405731,19.89051819,-16.49459839
9736,3.803596497,11.36518097,1.972221375,-14.39360428,3.280166626,0.869558334,15.30158997,-22.979599
9772,3.861656189,12.6835556,2.870946884,-13.87599945,4.157203674,1.058942795,9.865600586,-31.63412476
9809,3.932243347,14.1006012,3.930921555,-13.30833435,5.130134583,1.366134644,3.662216187,-42.37968445
9840,3.998031616,15.55713654,5.066417694,-12.78535461,6.107940674,1.765333176,-3.475280762,-55.04872131
9871,4.046226501,16.96643829,6.185129166,-12.32702255,7.030136108,2.196138382,-11.84565735,-69.37489319
9910,4.061134338,18.25645447,7.200460434,-11.91451263,7.873298645,2.579978943,-21.41174316,-84.98384094
9943,4.019104004,19.38563538,8.045570374,-11.53065872,8.646659851,2.864984512,-31.5960083,-101.4221039
9967,3.888137817,20.32489014,8.683460236,-11.17199707,9.364204407,3.043787003,-41.65879822,-118.1877594
10006,3.635169983,21.04324341,9.113035202,-10.86779404,10.02518463,3.133951187,-51.05056763,-134.7793732
10039,3.244499207,21.51734924,9.351898193,-10.68828201,10.6182785,3.154472351,-59.47329712,-150.75737
10071,2.734863281,21.75260162,9.404945374,-10.71704865,11.11775208,3.113304138,-66.92987061,-165.7446747
10103,2.144515991,21.78601074,9.265443802,-11.02175522,11.48910522,3.00428772,-73.73342896,-179.3839569
10133,1.498756409,21.67010498,8.947952271,-11.62153244,11.72254944,2.812698364,-80.29483032,-191.3549652
10165,0.811820984,21.46544647,8.504869461,-12.43763351,11.84979248,2.529806137,-86.7628479,-201.4450226
10201,0.112098694,21.24353027,8.015956879,-13.29397202,11.92842865,2.177429199,-92.83978271,-209.5843964
10245,-0.55191803,21.07660675,7.568393707,-14.00433731,12.02242279,1.826330185,-97.99765015,-215.8318024
10271,-1.12097168,21.01404572,7.226444244,-14.46667099,12.18824005,1.573303223,-101.8756104,-220.3305817
10305,-1.547294617,21.06876373,7.005214691,-14.68673325,12.45954132,1.485160828,-104.4283447,-223.2579193
10335,-1.828163147,21.21649933,6.873399734,-14.73826981,12.82434845,1.563619614,-105.8076172,-224.8022614
10370,-2.015220642,21.39823914,6.775117874,-14.71234131,13.20741272,1.74058342,-106.2269592,-225.1412506
10406,-2.191764832,21.53678131,6.649913788,-14.69200134,13.49190521,1.88822937,-105.8391113,-224.3908234
10437,-2.444091797,21.56571198,6.448856354,-14.7482338,13.57264709,1.86746788,-104.6506042,-222.5668488
10471,-2.834014893,21.4475708,6.153276443,-14.9360199,13.3897171,1.604251862,-102.5728149,-219.5832062
10507,-3.371177673,21.18037415,5.793287277,-15.27248001,12.93772125,1.120292664,-99.54220581,-215.2985992
10534,-4.0027771,20.80469513,5.443780899,-15.70201111,12.27338409,0.502054214,-95.59799194,-209.6121368
10583,-4.627891541,20.39548492,5.18655777,-16.09727097,11.50598907,-0.137981415,-90.88983154,-202.5342865
10610,-5.118583679,20.02613068,5.070695877,-16.32673645,10.76416779,-0.692682266,-85.62954712,-194.1854401
10632,-5.351402283,19.73686218,5.102565765,-16.33175278,10.15871429,-1.088571548,-80.03109741,-184.7514496
10668,-5.247596741,19.53930664,5.259935379,-16.13951492,9.75894928,-1.283573151,-74.24200439,-174.4363861
10704,-4.780151367,19.44422913,5.520679474,-15.80933762,9.601608276,-1.235729218,-68.27255249,-163.4350128
10734,-3.949394226,19.48551941,5.891412735,-15.36100388,9.722953796,-0.881410599,-62.01980591,-151.9407196
10775,-2.763221741,19.73003387,6.413564682,-14.72789001,10.17617798,-0.145282745,-55.37060547,-140.1694183
10808,-1.223243713,20.26821899,7.153488159,-13.76847458,11.01290131,1.026250839,-48.28790283,-128.3625641
10832,0.667671204,21.17783356,8.179880142,-12.35210037,12.23883057,2.632131577,-40.88504028,-116.7775574
10878,2.861412048,22.46730804,9.513780594,-10.4468689,13.78690338,4.595226288,-33.44415283,-105.6690369
10909,5.234352112,24.0396347,11.08481789,-8.134586334,15.54011536,6.769552231,-26.3361969,-95.26144409
10932,7.617790222,25.70909882,12.74076271,-5.591709137,17.36418915,8.985347748,-19.89216614,-85.74816895
10970,9.855735779,27.2508316,14.29512405,-3.066257477,19.09986877,11.08482742,-14.27401733,-77.30738831
11008,11.82924652,28.44844818,15.57407856,-0.82409668,20.56364441,12.92069435,-9.422103882,-70.09855652
11036,13.44975281,29.12587738,16.44403458,0.9116745,21.60801697,14.35290432,-5.159744263,-64.24255371
11075,14.65227509,29.16488647,16.81636429,1.991851807,22.16651917,15.26233482,-1.416091919,-59.81144714
11117,15.38438416,28.5138092,16.63793373,2.347988129,22.22106934,15.56673241,1.651657104,-56.83041382
11141,15.59977722,27.18585205,15.8869381,1.980415344,21.74878693,15.23720551,3.806747437,-55.25656128
11165,15.27907562,25.25372314,14.58878326,0.946815491,20.71660614,14.30887222,4.945373535,-54.94696045
11207,14.45103455,22.84703064,12.83027172,-0.63092804,19.12682343,12.87296963,5.06791687,-55.68025208
11240,13.18392944,20.13562775,10.7445507,-2.573856354,17.06796265,11.06216526,4.136627197,-57.23356628
11268,11.57540131,17.29949951,8.488178253,-4.681598663,14.72044373,9.034225464,2.090698242,-59.46484375
11309,9.764152527,14.51266479,6.234237671,-6.757061005,12.30574799,6.95409584,-1.048278809,-62.36628723
11352,7.934829712,11.93519592,4.162294388,-8.604034424,10.02207947,4.987073898,-5.151397705,-66.07029724
11368,6.298500061,9.700042725,2.431993484,-10.03310013,8.021347046,3.298494339,-10.06243896,-70.79269409
11421,5.058052063,7.914367676,1.158592224,-10.89362335,6.419471741,2.039245605,-15.66841125,-76.71888733
11442,4.365600586,6.666641235,0.41110611,-11.09557724,5.304893494,1.312976837,-21.86994934,-83.90539551
11475,4.296127319,6.009887695,0.226564407,-10.60878372,4.745780945,1.155117035,-28.54142761,-92.27549744
11511,4.851226807,5.942520142,0.60738945,-9.463054657,4.784469604,1.543334961,-35.56552124,-101.6620026
11540,5.967689514,6.412277222,1.505208969,-7.740867615,5.410896301,2.418708801,-42.88595581,-111.8141022
11572,7.530250549,7.328063965,2.823160172,-5.555740356,6.558395386,3.70340538,-50.46618652,-122.3943634
11605,9.395492554,8.569366455,4.434751511,-3.030162811,8.123336792,5.305517197,-58.16415405,-133.0158234
11646,11.39299774,9.988693237,6.206752777,-0.279029846,9.968803406,7.104813576,-65.72573853,-143.3201141
11678,13.32160187,11.40627289,8.009212494,2.582393646,11.92503357,8.947478294,-72.91152954,-153.0579376
11709,14.9936142,12.63140106,9.705188751,5.404285431,13.8037262,10.66522884,-79.53768921,-162.0909271
11755,16.28678131,13.5160141,11.15275955,7.992801666,15.41536713,12.10554886,-85.45394897,-170.3151703
11791,17.14608002,13.99054718,12.23631573,10.14914322,16.59621429,13.16092873,-90.59579468,-177.6010284
11816,17.56611633,14.05924225,12.90385437,11.72127914,17.25158691,13.78307724,-95.02236938,-183.8003998
11848,17.59339142,13.77181244,13.18324661,12.64821243,17.38607025,13.99465656,-98.83947754,-188.8055573
11875,17.33344269,13.19602203,13.15951538,12.99795914,17.09944916,13.9038763,-102.0814209,-192.608963
11913,16.94078827,12.41033936,12.92669582,12.96149063,16.56361389,13.67122173,-104.6516418,-195.3029633
11946,16.57922363,11.50067139,12.56144142,12.76919937,15.98505402,13.43251133,-106.3622742,-197.0211945
11979,16.36678314,10.54380035,12.1317234,12.58893967,15.54949951,13.25691032,-107.0394897,-197.8705902
12000,16.35102844,9.591278076,11.69918442,12.48907852,15.35748291,13.15683937,-106.5243225,-197.8931732
12036,16.51704407,8.66078186,11.29082489,12.46032333,15.37866974,13.10919189,-104.5594788,-197.0835724
12084,16.79030609,7.7290802,10.87320518,12.44291306,15.47782898,13.06930351,-100.979187,-195.4326324
12112,17.03621674,6.740386963,10.36655235,12.34196091,15.49889374,12.97972488,-96.18499756,-192.9442291
12140,17.0969696,5.648361206,9.694217682,12.04430008,15.32491302,12.77880573,-91.06051636,-189.6088104
12173,16.86449432,4.456604004,8.83527565,11.45962143,14.8984375,12.41577816,-86.29266357,-185.3855438
12202,16.32660675,3.222213745,7.839578629,10.5771904,14.23119354,11.87126541,-82.03997803,-180.2459869
12235,15.54993439,2.044921875,6.799152374,9.473087311,13.3941803,11.16482449,-78.06613159,-174.203476
12270,14.63349915,1.050979614,5.810590744,8.253292084,12.48719788,10.34364033,-73.91369629,-167.282608
12312,13.67458344,0.360610962,4.942750931,7.001888275,11.61217499,9.47412014,-69.1355896,-159.5108795
12348,12.75214386,0.056137085,4.223199844,5.762187958,10.85517883,8.638819695,-63.56100464,-150.9432831
12380,11.91674042,0.16947937,3.666885376,4.547771454,10.26531219,7.922763824,-57.33151245,-141.6933746
12419,11.19332123,0.686828613,3.310529709,3.370586395,9.836921692,7.387495041,-50.68270874,-131.9686737
12443,10.60597992,1.566772461,3.201717377,2.246448517,9.52117157,7.04732132,-43.80227661,-122.0599518
12472,10.18880463,2.764068604,3.362285614,1.190273285,9.267112732,6.872833252,-36.91304016,-112.2804413
12523,9.96333313,4.239807129,3.769273758,0.230186462,9.06439209,6.819688797,-30.33062744,-102.901123
12547,9.926879883,5.946853638,4.367555618,-0.581474304,8.960075378,6.853244781,-24.36195374,-94.09063721
12580,10.06524658,7.812423706,5.100599289,-1.185413361,9.018470764,6.957380295,-19.07818604,-85.89434814
12606,10.3582077,9.740203857,5.925168991,-1.555873871,9.251907349,7.131298065,-14.17913818,-78.27685547
12644,10.7634201,11.62531281,6.800512314,-1.725822449,9.612640381,7.376543999,-9.255783081,-71.17770386
12671,11.19805908,13.37001038,7.681570053,-1.767505646,10.04486084,7.675122261,-4.172805786,-64.54994202
12702,11.55587769,14.9041214,8.529579163,-1.755054474,10.50567627,7.967741013,0.849441528,-58.35943604
12739,11.75334167,16.20581055,9.321569443,-1.743915558,10.94491577,8.159272194,5.430831909,-52.54121399
12781,11.7526474,17.29862976,10.04735565,-1.766910553,11.31324005,8.166320801,9.326934814,-47.00874329
12810,11.55505371,18.22795105,10.71274185,-1.832832336,11.60408783,7.976739883,12.5461731,-41.74807739
12852,11.2008667,19.04647064,11.35001945,-1.919311523,11.87062073,7.67297554,15.19941711,-36.87705994
12894,10.77600861,19.8197937,12.00305939,-1.974849701,12.20160675,7.395871162,17.34997559,-32.61643982
12930,10.38835907,20.62937927,12.69954872,-1.951858521,12.68249512,7.279957771,18.97125244,-29.24378967
12950,10.12033844,21.54886627,13.44574547,-1.830974579,13.36424255,7.417127609,19.89385986,-27.06005859
12975,10.00962067,22.61636353,14.23278713,-1.596992493,14.26255798,7.849736214,19.82395935,-26.349823
13009,10.06471252,23.82646942,15.04554939,-1.223468781,15.38110352,8.566429138,18.50184631,-27.34310913
13037,10.27828217,25.13783264,15.87460709,-0.704601288,16.72396851,9.511294365,15.79901123,-30.19140625
13083,10.62071228,26.49637604,16.71679306,-0.071868896,18.28061676,10.6071806,11.72615051,-34.9659729
13118,11.02305603,27.84664917,17.56549454,0.637718201,19.99923706,11.76743984,6.484405518,-41.68804932
13141,11.37757874,29.12172699,18.39952087,1.400730133,21.78288269,12.88933849,0.445785522,-50.36857605
13176,11.57240295,30.25047302,19.17990494,2.188327789,23.51517487,13.85608006,-6.072525024,-60.99777222
13209,11.53238678,31.17453766,19.85746384,2.950321198,25.09460449,14.57580853,-13.15815735,-73.45046997
13239,11.23854828,31.85149384,20.37990952,3.611919403,26.45882416,15.02283382,-21.259552,-87.35472107
13278,10.72646332,32.25923157,20.70418549,4.096645355,27.57859039,15.22737694,-30.39257813,-102.0548401
13318,10.05818939,32.40644073,20.81201363,4.375629425,28.42961121,15.23334885,-39.70967102,-116.7870026
13348,9.288619995,32.33583069,20.70955467,4.475383759,28.97909546,15.06999493,-48.23562622,-130.9546661
13378,8.467430115,32.10299683,20.4213562,4.434177399,29.20645905,14.74930668,-55.56262207,-144.2436066
13411,7.65411377,31.74266052,19.99381256,4.271068573,29.14537048,14.28573418,-61.75506592,-156.5213165
13444,6.907478333,31.26435852,19.48921585,3.994129181,28.90013123,13.71978092,-67.05151367,-167.6813507
13479,6.258613586,30.68128204,18.95713806,3.625644684,28.59983063,13.11091232,-71.68835449,-177.584671
13523,5.692855835,30.03023529,18.41623688,3.206218719,28.32707214,12.51077843,-75.82772827,-186.1013641
13551,5.1693573,29.36408997,17.87277412,2.771503448,28.08777618,11.95796585,-79.58013916,-193.1526337
13581,4.66318512,28.7360611,17.34097862,2.326545715,27.82931519,11.47246265,-83.08786011,-198.7331085
13609,4.169799805,28.17806244,16.83196068,1.84437561,27.4737854,11.02971745,-86.60534668,-202.9144135
13649,3.674858093,27.67559814,16.34133911,1.304092407,26.95523071,10.56036186,-90.31564331,-205.7823334
13677,3.154212952,27.17595673,15.86629677,0.721500397,26.25267029,9.994339943,-93.89968872,-207.3783417
13719,2.606163025,26.63090515,15.42023754,0.124973297,25.39370728,9.308420181,-96.58886719,-207.7448883
13747,2.054115295,26.02320099,15.01317024,-0.475589752,24.43121338,8.535915375,-97.81912231,-206.9763031
13781,1.519821167,25.35762024,14.62866879,-1.081192017,23.42237854,7.740920067,-97.56167603,-205.1762543
13819,1.028556824,24.65068054,14.23674774,-1.677383423,22.42038727,6.985811234,-96.08215332,-202.4162445
13857,0.643104553,23.93468475,13.82823563,-2.224918365,21.47226715,6.317317963,-93.67510986,-198.7395782
13876,0.458778381,23.25814819,13.42529202,-2.688659668,20.61610413,5.77989769,-90.58966064,-194.1256256
13910,0.551773071,22.67845917,13.05290985,-3.062374115,19.87223816,5.418390274,-87.05245972,-188.4734344
13944,0.934844971,22.24132538,12.70954895,-3.346385956,19.23959351,5.248598099,-83.29217529,-181.7097321
13969,1.544929504,21.94869995,12.37472534,-3.531597137,18.71062469,5.2389431,-79.52905273,-173.9033051
14014,2.261657715,21.75081635,12.03763962,-3.624385834,18.272789,5.318065643,-75.86026001,-165.2433319
14047,2.948127747,21.57028961,11.70847893,-3.662666321,17.8815918,5.396144867,-72.05804443,-155.9479523
14081,3.494918823,21.3317337,11.40519714,-3.703048706,17.45563507,5.407583237,-67.63693237,-146.2123871
14117,3.85055542,20.9812851,11.13100815,-3.803474426,16.91503906,5.336629868,-62.2833252,-136.1953583
14146,4.018867493,20.48851013,10.85736465,-4.005153656,16.22410583,5.185642242,-56.13134766,-126.01091
14177,4.029891968,19.8374176,10.5287838,-4.31729126,15.39867401,4.936849594,-49.6121521,-115.7342377
14213,3.916877747,19.02659607,10.09275818,-4.728485107,14.48205566,4.556735992,-43.18778992,-105.4400177
14245,3.712852478,18.08031464,9.536365509,-5.22460556,13.52047729,4.029281616,-37.20167542,-95.24845886
14281,3.46269989,17.05471802,8.902540207,-5.764907837,12.55754089,3.388916016,-31.79190063,-85.3374939
14321,3.238067627,16.0353241,8.278804779,-6.255764008,11.65019989,2.72179985,-26.87690735,-75.93688965
14362,3.125076294,15.12710571,7.777229309,-6.584949493,10.87619781,2.138879776,-22.25306702,-67.32402039
14390,3.176628113,14.42682648,7.503786087,-6.67124176,10.3019104,1.750728607,-17.73905945,-59.79434204
14422,3.384078979,13.98987579,7.512773514,-6.470661163,9.942100525,1.639705658,-13.28343201,-53.60350037
14453,3.710487366,13.82054138,7.782873154,-5.975997925,9.760467529,1.82513237,-8.992614746,-48.87649536
14481,4.137397766,13.88733673,8.240842819,-5.237453461,9.701301575,2.252515793,-5.061950684,-45.5271759
14520,4.664199829,14.1383667,8.810539246,-4.354705811,9.71572113,2.828519821,-1.647155762,-43.31233215
14559,5.278259277,14.50401306,9.438602448,-3.428352356,9.772171021,3.46721077,1.195617676,-41.98699951
14583,5.952293396,14.90116119,10.08124924,-2.516216278,9.856544495,4.101572037,3.457229614,-41.39237976
14622,6.663131714,15.24745178,10.69879723,-1.622905731,9.966056824,4.685987473,5.113265991,-41.46363831
14649,7.387023926,15.47924042,11.27159309,-0.725200653,10.09879303,5.213581085,6.124435425,-42.23036194
14682,8.090370178,15.55925751,11.78652954,0.187576294,10.24015808,5.706069946,6.472686768,-43.79417419
14716,8.735099792,15.45767975,12.19743538,1.07365036,10.34715271,6.169822693,6.159713745,-46.27857971
14756,9.271240234,15.13617706,12.42610359,1.834400177,10.34900665,6.572914124,5.181060791,-49.7961731
14779,9.637573242,14.57087708,12.40964508,2.373195648,10.18520355,6.867326736,3.528030396,-54.43806458
14813,9.792274475,13.77841949,12.13840866,2.654079437,9.840301514,7.01973629,1.175720215,-60.25740051
14845,9.732223511,12.80747986,11.65864372,2.71263504,9.334121704,7.01586628,-1.932617188,-67.24177551
14887,9.489509583,11.71755219,11.04095459,2.627002716,8.701118469,6.850126266,-5.83732605,-75.29673767
14913,9.129119873,10.56373596,10.34205055,2.459835052,7.97328949,6.526443481,-10.51568604,-84.24594116
14950,8.736122131,9.381088257,9.600263596,2.223587036,7.16355896,6.070941925,-15.91313171,-93.83970642
14987,8.377204895,8.178222656,8.842416763,1.906154633,6.277809143,5.5317173,-21.9690094,-103.7846069
15019,8.067436218,6.951766968,8.081108093,1.517780304,5.33770752,4.954586029,-28.57792664,-113.7897949
15051,7.775161743,5.712036133,7.330562592,1.107265472,4.380622864,4.369487762,-35.58753967,-123.6030121
15083,7.454910278,4.495040894,6.622810364,0.742832184,3.449829102,3.806091309,-42.86381531,-133.0420685
15125,7.086883545,3.343322754,5.997913361,0.479873657,2.586418152,3.294761658,-50.287323,-142.0347137
15151,6.70262146,2.283538818,5.488357544,0.334716797,1.81804657,2.841302872,-57.64437866,-150.6113739
15185,6.366508484,1.328018188,5.101335526,0.285839081,1.155761719,2.428001404,-64.57998657,-158.8053436
15213,6.125938416,0.481643677,4.803852081,0.298240662,0.61125946,2.048049927,-70.69165039,-166.5307465
15250,5.987823486,-0.264160156,4.53411293,0.340759277,0.200828552,1.718589783,-75.67318726,-173.543045
15276,5.932632446,-0.934432983,4.234825134,0.386871338,-0.081413269,1.456781387,-79.47640991,-179.5101471
15305,5.932929993,-1.553955078,3.882738113,0.407085419,-0.274360657,1.265195847,-82.38555908,-184.1499176
15346,5.961975098,-2.140029907,3.488437653,0.360759735,-0.427787781,1.140966415,-84.83480835,-187.3735504
15384,5.995376587,-2.717788696,3.061513901,0.19613266,-0.57509613,1.076475143,-87.14248657,-189.3582916
15411,6.008972168,-3.315643311,2.581064224,-0.130859375,-0.727622986,1.051906586,-89.43426514,-190.498642
15458,5.976173401,-3.945861816,2.011343002,-0.624210358,-0.902481079,1.036739349,-91.73480225,-191.2612152
15498,5.867919922,-4.607376099,1.340669632,-1.243553162,-1.133682251,0.994729996,-94.06201172,-192.0059052
15522,5.658599854,-5.292816162,0.590904236,-1.943721771,-1.432441711,0.888092041,-96.4291687,-192.8542328
15553,5.341217041,-5.984558105,-0.201694489,-2.698429108,-1.773193359,0.685110092,-98.82980347,-193.6748199
15592,4.946212769,-6.656021118,-0.996580124,-3.484088898,-2.136039734,0.375484467,-101.245636,-194.1727753
15615,4.540176392,-7.272796631,-1.746139526,-4.265369415,-2.527954102,-0.011432648,-103.5906067,-193.9910431
15652,4.192871094,-7.788986206,-2.393037796,-4.990501404,-2.952529907,-0.408828735,-105.6683655,-192.77388
15679,3.9454422,-8.158950806,-2.881702423,-5.60615921,-3.376358032,-0.74643898,-107.2627869,-190.2604523
15715,3.812194824,-8.353805542,-3.182531357,-6.087200165,-3.740531921,-0.983440399,-108.2478333,-186.4081268
15761,3.802871704,-8.355957031,-3.295171738,-6.426086426,-4.005233765,-1.107866287,-108.5653076,-181.401474
15791,3.938720703,-8.143737793,-3.226520538,-6.606197357,-4.169181824,-1.115501404,-108.1677246,-175.5571136
15816,4.252334595,-7.692382813,-2.97618866,-6.613449097,-4.252235413,-0.994565964,-107.0756531,-169.2517242
15850,4.768577576,-6.99446106,-2.545122147,-6.456306458,-4.273651123,-0.725496292,-105.3864746,-162.8321991
15885,5.479454041,-6.077575684,-1.951236725,-6.162834167,-4.24041748,-0.297317505,-103.1282654,-156.4872894
15914,6.342529297,-4.996246338,-1.21966362,-5.752792358,-4.144187927,0.273635864,-100.2510681,-150.2019806
15957,7.304176331,-3.802337646,-0.361631393,-5.21383667,-3.965950012,0.953727722,-96.82717896,-143.8167572
15984,8.320030212,-2.528610229,0.612901688,-4.528530121,-3.689239502,1.716552734,-93.11535645,-137.122757
16028,9.362640381,-1.19519043,1.674505234,-3.719379425,-3.323539734,2.537691116,-89.32739258,-129.9731293
16060,10.42114258,0.180786133,2.7871418,-2.845321655,-2.922637939,3.378976822,-85.21673584,-122.3690338
16089,11.49662018,1.575897217,3.926185608,-1.960578918,-2.564476013,4.197631836,-79.66238403,-114.4332428
16131,12.59473419,2.961700439,5.073688507,-1.091060638,-2.302528381,4.968818665,-70.43630981,-106.2911224
16151,13.71587372,4.32749939,6.209915161,-0.249797821,-2.144721985,5.694253922,-54.63189697,-97.98847961
16193,14.85070801,5.687545776,7.31959343,0.549858093,-2.070045471,6.383794785,-31.08836365,-89.50650024
16226,15.98908234,7.057693481,8.399284363,1.304798126,-2.049674988,7.042240143,-3.800140381,-80.84300232
16246,17.12722015,8.432922363,9.451692581,2.025901794,-2.05809021,7.676608086,19.46437073,-72.10583496
16281,18.25846863,9.772567749,10.47551727,2.73531723,-2.07723999,8.291500092,33.90289307,-63.54133606
16313,19.36426544,11.00278473,11.45897484,3.454845428,-2.096633911,8.887648582,41.08976746,-55.48271179
16345,20.42230225,12.05697632,12.37754631,4.181041718,-2.111572266,9.478783607,45.5025177,-48.27444458
16392,21.41821289,12.92155457,13.19758797,4.877376556,-2.121032715,10.08656025,50.06726074,-42.19390869
16418,22.3469696,13.63780212,13.88863564,5.485149384,-2.125839233,10.71996689,55.18611145,-37.37165833
16444,23.21374512,14.26931763,14.44784355,5.961460114,-2.127464294,11.37691784,60.13993835,-33.74661255
16497,24.04250336,14.87093353,14.92320347,6.33814621,-2.127304077,12.05115509,64.40742493,-31.0602417
