Time (ms),L-AI,L-TS,C7,R-TS,R-AI,T8,R-WRIST-JOINT,R-ELBOW-JOINT
7966,-1.216911316,-31.43699646,-26.43972778,-39.16276932,-15.21170044,-29.21425629,746.0447998,738.4556885
7999,-1.192077637,-30.83156204,-25.77388763,-38.57691574,-14.93452454,-28.62531281,743.5153809,736.1158447
8030,-1.162773132,-30.20610428,-25.1778183,-38.01865387,-14.68732452,-28.04785919,740.548584,733.114502
8061,-1.127815247,-29.58150101,-24.67481232,-37.43628311,-14.4981308,-27.46728516,737.1380615,729.4810791
8099,-1.087753296,-28.92758179,-24.22019196,-36.77122498,-14.36188507,-26.85405731,733.1584473,725.2131348
8129,-1.046684265,-28.18577576,-23.73581696,-35.99640656,-14.25034332,-26.1965332,728.4345703,720.2266846
8161,-1.014167786,-27.33935547,-23.16989136,-35.12495422,-14.13928223,-25.51232147,722.7891235,714.3939209
8196,-1.007141113,-26.44390106,-22.5290451,-34.21315002,-14.02775574,-24.83266449,716.086792,707.6188354
8223,-1.05115509,-25.58772278,-21.86817169,-33.35529327,-13.93096924,-24.18877411,708.2965698,699.8770752
8263,-1.18006897,-24.83734131,-21.26832581,-32.64147949,-13.86626434,-23.60364532,699.4688721,691.2234497
8301,-1.432899475,-24.21891785,-20.8055191,-32.106987,-13.85121155,-23.08683014,689.6580811,681.7719116
8327,-1.846153259,-23.74660492,-20.51012421,-31.72353363,-13.90648651,-22.64206696,678.9138184,671.6507568
8360,-2.443061829,-23.45072937,-20.35832214,-31.43756104,-14.05614471,-22.28653717,667.3065186,660.979187
8394,-3.227729797,-23.36070251,-20.30170441,-31.21651459,-14.32409668,-22.05669403,654.9424438,649.8544312
8425,-4.186523438,-23.47967529,-20.29580688,-31.05730438,-14.72579956,-21.98682404,641.9581909,638.3123779
8459,-5.286605835,-23.77862549,-20.31287384,-30.96159363,-15.26044464,-22.087677,628.4642944,626.3238525
8492,-6.475708008,-24.18952179,-20.34511566,-30.92092133,-15.91606903,-22.34072876,614.4952393,613.8452148
8525,-7.69442749,-24.61307526,-20.40251923,-30.92280579,-16.68097687,-22.69538116,599.9927368,600.8200684
8558,-8.887405396,-24.96146393,-20.50683594,-30.95832825,-17.54248047,-23.07704163,584.848999,587.1297607
8592,-10.00634766,-25.19817352,-20.6805191,-31.02256012,-18.48000336,-23.41638947,568.9904175,572.5842285
8625,-11.02071381,-25.33509827,-20.92796326,-31.10919952,-19.46627045,-23.67579651,552.3287354,556.9555054
8659,-11.92523956,-25.4033432,-21.21711731,-31.20066071,-20.47129059,-23.84857941,534.6479492,540.0106812
8692,-12.72644043,-25.42848969,-21.48252869,-31.26559448,-21.46379852,-23.94059753,515.706543,521.5626831
8729,-13.42797852,-25.41747284,-21.65467072,-31.27700806,-22.41183472,-23.95349884,495.4508057,501.5557861
8768,-14.02793884,-25.35390472,-21.69351196,-31.2241745,-23.28395844,-23.87593842,474.036438,480.1381226
8800,-14.51489258,-25.20123291,-21.59423828,-31.09140778,-24.05270386,-23.68287659,451.7337036,457.6479492
8829,-14.86951447,-24.91597748,-21.36109161,-30.83747101,-24.69550323,-23.34412384,428.9033203,434.5097046
8858,-15.07866669,-24.47603607,-20.99268341,-30.4103241,-25.18778992,-22.84416199,405.9511108,411.1364746
8891,-15.14324951,-23.9084549,-20.49968719,-29.78240967,-25.50272369,-22.20321655,383.1966858,387.8899231
8928,-15.07384491,-23.27749634,-19.92314911,-28.97142792,-25.62523651,-21.47625732,360.8152161,365.0425415
8957,-14.88707733,-22.64985657,-19.33003235,-28.0293045,-25.56193542,-20.7281723,339.0978394,342.7487488
8993,-14.60881042,-22.09020233,-18.77965546,-27.01740265,-25.34111023,-20.00467682,318.6315002,321.0748596
9024,-14.27986145,-21.65638733,-18.28330994,-25.99220276,-25.00878906,-19.31806946,299.5715637,300.0531616
9058,-13.95320129,-21.36385345,-17.81150055,-25.00263977,-24.61309814,-18.6619873,281.0811157,279.7402039
9092,-13.67727661,-21.17368317,-17.34645081,-24.09020996,-24.18148804,-18.0353775,262.2406616,260.267395
9125,-13.4793396,-21.02291107,-16.90933228,-23.29407501,-23.71456146,-17.44548798,242.9424133,241.8014526
9160,-13.36283112,-20.86043549,-16.53266144,-22.66405487,-23.2019577,-16.90773773,223.6429749,224.457016
9198,-13.31433105,-20.67568207,-16.22715759,-22.25399017,-22.64027405,-16.45939636,204.8635559,208.2905731
9230,-13.30989838,-20.51560974,-15.99130249,-22.08772278,-22.03379059,-16.15551758,186.9522705,193.3400269
9262,-13.31819153,-20.46021271,-15.84070587,-22.14260864,-21.38467407,-16.03762054,170.0702515,179.642334
9293,-13.30155182,-20.55077362,-15.80458832,-22.35805511,-20.69190216,-16.11302948,154.3372498,167.2452393
9326,-13.2164917,-20.7448349,-15.88697815,-22.64165497,-19.95259857,-16.35388947,139.8824158,156.1916199
9365,-13.01570892,-20.95558929,-16.04187775,-22.88226318,-19.15908813,-16.69724274,126.7425919,146.4807129
9401,-12.65371704,-21.11872101,-16.19398499,-22.98402405,-18.30505371,-17.05482483,114.8614883,138.0664215
9432,-12.09837341,-21.21408844,-16.28055573,-22.90600586,-17.39438629,-17.34409332,104.2526627,130.8927612
9471,-11.34396362,-21.25104523,-16.27231598,-22.67946625,-16.44000244,-17.51753235,95.08731842,124.9336395
9499,-10.41423798,-21.25221252,-16.17195892,-22.38755798,-15.45889282,-17.56716156,87.62245941,120.2056885
9530,-9.355529785,-21.24567413,-16.0152359,-22.12435913,-14.46933746,-17.51435852,82.09430695,116.7321701
9562,-8.225479126,-21.26246643,-15.87423706,-21.96366882,-13.48942566,-17.40409851,78.65418243,114.5101166
9595,-7.075195313,-21.33517456,-15.83638763,-21.95510101,-12.53609467,-17.30191803,77.33487701,113.5310898
9627,-5.935279846,-21.49250793,-15.95942688,-22.13606262,-11.62361908,-17.27156067,78.04096222,113.8150101
9660,-4.816322327,-21.74524689,-16.24243927,-22.53004456,-10.76081848,-17.33409119,80.63149261,115.4167328
9697,-3.715873718,-22.05979919,-16.63640594,-23.12554932,-9.946365356,-17.457901,85.08924103,118.4262466
9736,-2.624664307,-22.34023285,-17.0732193,-23.86378479,-9.168106079,-17.59589386,91.5953598,122.9771423
9772,-1.53200531,-22.46614075,-17.48840332,-24.65836334,-8.413246155,-17.7175293,100.4068069,129.2308197
9809,-0.43081665,-22.37852478,-17.83659363,-25.43460846,-7.676551819,-17.80905914,111.672905,137.3363037
9840,0.677398682,-22.12497711,-18.09880829,-26.15880585,-6.954284668,-17.86260986,125.3390121,147.427002
9871,1.783866882,-21.80924988,-18.26811981,-26.8265152,-6.230712891,-17.86784363,141.1545105,159.6498108
9910,2.886535645,-21.50229645,-18.32788849,-27.41648102,-5.470581055,-17.80737305,158.7764893,174.1439209
9943,4.000747681,-21.20664978,-18.25614166,-27.87524414,-4.631622314,-17.65707397,177.9331055,190.9675598
9967,5.150360107,-20.88572693,-18.04799652,-28.15762329,-3.691993713,-17.39298248,198.521698,210.0413666
10006,6.354736328,-20.51473236,-17.72775269,-28.26739502,-2.661888123,-17.00674438,220.5344543,231.1542816
10039,7.626960754,-20.11444855,-17.34009552,-28.25182343,-1.567276001,-16.5192337,243.9101563,254.0348358
10071,8.97265625,-19.72863007,-16.92745209,-28.1596756,-0.431350708,-15.96874237,268.502533,278.4075317
10103,10.38542938,-19.36372375,-16.5083847,-28.00946045,0.730834961,-15.38418579,294.1315613,303.9685364
10133,11.84857178,-18.96986389,-16.07197571,-27.79266357,1.91544342,-14.7826004,320.5817566,330.3399353
10165,13.3335495,-18.48379517,-15.6062088,-27.49884796,3.128013611,-14.18230438,347.5429993,357.0703735
10201,14.78968811,-17.88773346,-15.13925934,-27.14151764,4.367347717,-13.59981537,374.5342712,383.6825562
10245,16.14627075,-17.23898315,-14.73167419,-26.76409912,5.61125946,-13.04669189,400.9245605,409.7265625
10271,17.33605194,-16.6504364,-14.42555237,-26.42344666,6.820999146,-12.54279327,426.1619263,434.8031921
10305,18.32374573,-16.23460388,-14.22615051,-26.16534424,7.948989868,-12.11445618,450.0020752,458.5963135
10335,19.116539,-16.0378952,-14.12070465,-26.00508118,8.942146301,-11.76979065,472.4709473,480.9411926
10370,19.74514008,-16.00295258,-14.08138275,-25.92754364,9.756027222,-11.49151611,493.7037354,501.8587952
10406,20.23495483,-16.00518036,-14.06436157,-25.90426636,10.36923981,-11.25867462,513.8745728,521.5078125
10437,20.59875488,-15.94960785,-14.04004669,-25.90835571,10.77424622,-11.07407379,533.1473999,540.1077881
10471,20.84980774,-15.82891846,-14.01848602,-25.9203949,10.95877838,-10.97441864,551.6295776,557.8858643
10507,21.00856781,-15.68236542,-14.02211761,-25.92940521,10.91106415,-10.99858856,569.4505005,575.0319824
10534,21.09565735,-15.53105927,-14.03672028,-25.93173218,10.64289856,-11.13578033,586.8169556,591.6482544
10583,21.12309265,-15.37979126,-14.01204681,-25.9299469,10.19181061,-11.32376862,603.8894653,607.7333984
10610,21.08948517,-15.25128174,-13.91413879,-25.93218231,9.601638794,-11.49822998,620.6879272,623.2369385
10632,20.97866821,-15.18861389,-13.76255035,-25.951828,8.91242218,-11.62548065,637.1212158,638.1240234
10668,20.76183319,-15.24217987,-13.61417389,-26.00605774,8.157562256,-11.6993866,653.0296631,652.378418
10704,20.40402985,-15.46559906,-13.52243805,-26.11122894,7.359794617,-11.72955322,668.2442017,665.9501343
10734,19.87624359,-15.90271759,-13.51649475,-26.27281952,6.537338257,-11.73381805,682.6228027,678.7334595
10775,19.16822052,-16.55792236,-13.6035614,-26.4779892,5.712371826,-11.73456573,695.9929199,690.6152344
10808,18.29013062,-17.37560272,-13.76934052,-26.70088196,4.907684326,-11.75723267,708.121521,701.5050049
10832,17.2636795,-18.2600174,-13.97517395,-26.91197205,4.137107849,-11.82901764,718.8012695,711.317627
10878,16.11528015,-19.13289642,-14.17482758,-27.09499359,3.401473999,-11.97547913,727.9651489,719.9788208
10909,14.87670135,-19.96868134,-14.34571075,-27.26467133,2.696151733,-12.21242523,735.7156982,727.4455566
10932,13.58544922,-20.76651764,-14.49882507,-27.44605255,2.016845703,-12.53130341,742.2171021,733.7032471
10970,12.27680206,-21.51613617,-14.6603241,-27.634758,1.357452393,-12.88889313,747.5484619,738.7612305
11008,10.97849274,-22.20109558,-14.84455109,-27.79834747,0.712982178,-13.22664642,751.6747437,742.6500854
11036,9.713096619,-22.81027985,-15.03684235,-27.90918732,0.081474304,-13.51074982,754.5343628,745.4195557
11075,8.493415833,-23.34936523,-15.20535278,-27.96067047,-0.541389465,-13.74919128,756.1481323,747.1561279
11117,7.316543579,-23.84290314,-15.33328247,-27.95993042,-1.161849976,-13.97622681,756.7115479,748.0092163
11141,6.168800354,-24.30577087,-15.43345642,-27.91891479,-1.788040161,-14.22810364,756.5774536,748.1781616
11165,5.035217285,-24.72266388,-15.5366745,-27.85353088,-2.436424255,-14.51969147,756.0866089,747.8574829
11207,3.907615662,-25.07572174,-15.67295837,-27.78900146,-3.128120422,-14.83177948,755.4536743,747.1947632
11240,2.791648865,-25.37963104,-15.85238647,-27.75830841,-3.877433777,-15.12579346,754.7732544,746.2769775
11268,1.706848145,-25.67392731,-16.05231476,-27.77954102,-4.688041687,-15.36950684,753.9920654,745.1165771
11309,0.672714233,-25.98061371,-16.2306366,-27.83917999,-5.552940369,-15.54623413,752.9226074,743.645813
11352,-0.306808472,-26.2749176,-16.35762787,-27.9099884,-6.454727173,-15.65625763,751.3760376,741.7440796
11368,-1.248100281,-26.51866913,-16.42993164,-27.97396088,-7.369789124,-15.71779633,749.2333374,739.2834473
11421,-2.182067871,-26.71699524,-16.46042633,-28.02243805,-8.273994446,-15.76167297,746.3883057,736.1599731
11442,-3.136978149,-26.89866638,-16.4654007,-28.04646301,-9.147712708,-15.82393646,742.7087402,732.2963867
11475,-4.121765137,-27.0613327,-16.45832825,-28.02958679,-9.981285095,-15.9400177,738.1065063,727.637207
11511,-5.121650696,-27.1827774,-16.44795227,-27.94535065,-10.77529907,-16.13711548,732.6071777,722.1513672
11540,-6.105812073,-27.25717163,-16.43872833,-27.76217651,-11.52984619,-16.42185211,726.2805176,715.817627
11572,-7.047523499,-27.29611206,-16.43212891,-27.45954132,-12.23573303,-16.76714325,719.1273193,708.6098633
11605,-7.938621521,-27.31561279,-16.42805481,-27.04924011,-12.88098145,-17.11616516,711.0888672,700.5309448
11646,-8.779792786,-27.32852173,-16.4258728,-26.58298492,-13.46632385,-17.41162109,702.1318359,691.6289673
11678,-9.566802979,-27.34026337,-16.42516327,-26.14376068,-14.01706696,-17.62475586,692.2875366,681.9570923
11709,-10.29235077,-27.34635162,-16.42609406,-25.82350922,-14.57802582,-17.75830078,681.6100464,671.5477295
11755,-10.95727539,-27.33083344,-16.42949677,-25.67541504,-15.19035339,-17.83203888,670.0915527,660.4190674
11791,-11.5782547,-27.2665863,-16.43669891,-25.67028809,-15.86794281,-17.86916351,657.6578369,648.579834
11816,-12.17886353,-27.12004852,-16.44882965,-25.71284485,-16.59127045,-17.88816833,644.2961426,636.055542
11848,-12.76974487,-26.86435699,-16.46556091,-25.70090485,-17.31807709,-17.89841461,630.1451416,622.9168701
11875,-13.34319305,-26.50527954,-16.48317719,-25.56735229,-17.99880981,-17.89789581,615.4367065,609.2647705
11913,-13.88153076,-26.10193634,-16.49216461,-25.28749847,-18.58552551,-17.8723526,600.3880615,595.1967163
11946,-14.36025238,-25.73918152,-16.47511292,-24.86217499,-19.03025055,-17.79601288,585.1398315,580.7763672
11979,-14.75312805,-25.46448517,-16.4066925,-24.2921524,-19.28821564,-17.63522339,569.7406006,566.0283203
12000,-15.04692841,-25.26181793,-16.25843811,-23.56593323,-19.33479309,-17.35731506,554.1286011,550.9577637
12036,-15.24726868,-25.07724762,-16.01218414,-22.67203522,-19.17862701,-16.94748688,538.1264648,535.5236206
12084,-15.36975861,-24.85618591,-15.67544556,-21.62649536,-18.85901642,-16.42398834,521.5389404,519.605957
12112,-15.42922974,-24.56755829,-15.280159,-20.48474884,-18.42712402,-15.82874298,504.3117065,503.0560303
12140,-15.43305206,-24.20170593,-14.86382294,-19.32426453,-17.92240143,-15.20375824,486.5684814,485.772583
12173,-15.37782288,-23.75710297,-14.44939423,-18.23084259,-17.36805725,-14.58631897,468.4624634,467.7225647
12202,-15.2492981,-23.24915314,-14.04006958,-17.29738617,-16.78360748,-14.00723267,450.0293579,448.9255371
12235,-15.02558136,-22.7202301,-13.63550568,-16.60115814,-16.18721008,-13.47672272,431.2053223,429.4620361
12270,-14.68437195,-22.21726227,-13.24757385,-16.16640472,-15.58660126,-12.99147034,411.934906,409.500946
12312,-14.20860291,-21.76219177,-12.89402771,-15.95370483,-14.97745514,-12.56147003,392.2428589,389.2742615
12348,-13.57870483,-21.34057617,-12.57894135,-15.88297272,-14.34220123,-12.20814514,372.2399597,368.9934387
12380,-12.75891876,-20.90557861,-12.27870941,-15.86431885,-13.64321899,-11.93287659,352.0870667,348.8227539
12419,-11.70494843,-20.39946747,-11.95455933,-15.81681061,-12.83078003,-11.70302582,331.9843445,328.9460754
12443,-10.39455414,-19.77816772,-11.5840683,-15.67805481,-11.86758423,-11.46772003,312.2088013,309.5834351
12472,-8.850280762,-19.02597046,-11.17505646,-15.41696167,-10.74581909,-11.18218994,293.0888367,290.9424438
12523,-7.135566711,-18.16630554,-10.75403595,-15.0486145,-9.491966248,-10.83224487,274.8179626,273.2203674
12547,-5.335998535,-17.26024628,-10.3493576,-14.63489532,-8.165916443,-10.45023346,257.2943115,256.5869141
12580,-3.54234314,-16.38891602,-9.986190796,-14.26818848,-6.846733093,-10.09922028,240.2599487,241.1091919
12606,-1.837852478,-15.64178467,-9.699462891,-14.04994965,-5.608650208,-9.834991455,223.5853882,226.7594299
12644,-0.285423279,-15.11899567,-9.539230347,-14.07098389,-4.509857178,-9.689239502,207.3396912,213.4908447
12671,1.082794189,-14.91262054,-9.55229187,-14.39890289,-3.596786499,-9.681289673,191.6244202,201.2501984
12702,2.263587952,-15.05222321,-9.763893127,-15.06929016,-2.908073425,-9.831047058,176.4461975,189.9742279
12739,3.270118713,-15.47511292,-10.17346954,-16.0802536,-2.469017029,-10.15879059,161.7782288,179.6330261
12781,4.122291565,-16.06959534,-10.76101685,-17.39538574,-2.281341553,-10.66999817,147.6958923,170.2255859
12810,4.84588623,-16.73709106,-11.49316406,-18.94495392,-2.319946289,-11.33577728,134.4686279,161.7211914
12852,5.473060608,-17.40505981,-12.32186127,-20.63108826,-2.536857605,-12.0931778,122.5230637,154.0822144
12894,6.036430359,-18.02599335,-13.19116211,-22.34798431,-2.860420227,-12.86808014,112.2761154,147.3594971
12930,6.568107605,-18.59458923,-14.04924774,-23.99066162,-3.192443848,-13.6018219,104.0374374,141.7287292
12950,7.108528137,-19.1285553,-14.84346008,-25.44863892,-3.419799805,-14.26345825,98.07456207,137.4407654
12975,7.703788757,-19.61550903,-15.51713562,-26.6220932,-3.439025879,-14.83499908,94.6871109,134.7451782
13009,8.389381409,-20.00845337,-16.02732086,-27.45707703,-3.173042297,-15.29091644,94.16300201,133.846344
13037,9.184410095,-20.27230072,-16.36062622,-27.96230316,-2.578613281,-15.60443115,96.68544769,134.9099579
13083,10.10086823,-20.40400696,-16.5326767,-28.19464874,-1.654777527,-15.76491547,102.2852249,138.0895386
13118,11.15391541,-20.41036224,-16.57331848,-28.22329712,-0.44127655,-15.77825165,110.8581619,143.5620117
13141,12.35936737,-20.28604889,-16.50643921,-28.09657288,0.999320984,-15.65725708,122.2639542,151.5628967
13176,13.71112061,-20.01305389,-16.34142303,-27.83338928,2.59160614,-15.41981506,136.4125671,162.3933716
13209,15.15781403,-19.58228302,-16.08327484,-27.44224548,4.239402771,-15.09949493,153.2301025,176.3890076
13239,16.60531616,-19.02843475,-15.75894165,-26.96324921,5.823509216,-14.76064301,172.579895,193.7649231
13278,17.94132996,-18.44638062,-15.44685364,-26.50801086,7.21648407,-14.49604034,194.2188416,214.3487091
13318,19.06359863,-17.9617691,-15.27251434,-26.23703003,8.307487488,-14.39526367,217.8127441,237.5592651
13348,19.90073395,-17.67337036,-15.34754944,-26.26851654,9.030014038,-14.50617218,243.0005798,262.7341309
13378,20.42066193,-17.61212158,-15.69772339,-26.61134338,9.378334045,-14.81843567,269.4113159,289.3484497
13411,20.6269455,-17.74487305,-16.24868011,-27.17954254,9.402565002,-15.27722168,296.6624146,316.9424744
13444,20.54795837,-18.01741791,-16.87654114,-27.85514832,9.189399719,-15.81559753,324.3814087,345.0162354
13479,20.22875214,-18.39816284,-17.4704895,-28.53736877,8.832756042,-16.37348938,352.1599731,373.0358887
13523,19.73069763,-18.87703705,-17.961586,-29.14256287,8.403579712,-16.89095306,379.5435181,400.5255432
13551,19.13028717,-19.42481232,-18.32321167,-29.60175323,7.940643311,-17.3114624,406.1716919,427.1510315
13581,18.51057434,-19.96854401,-18.56460571,-29.88968658,7.46521759,-17.60671234,431.8995972,452.7179565
13609,17.95129395,-20.40995789,-18.71194458,-30.0335083,6.998046875,-17.78553009,456.7585449,477.1141357
13649,17.51685333,-20.65675354,-18.7772522,-30.08413696,6.557479858,-17.87726593,480.7837524,500.2554321
13677,17.24154663,-20.64974213,-18.74364471,-30.08880615,6.144432068,-17.91338348,503.8364868,522.0774536
13719,17.12532043,-20.38839722,-18.58652496,-30.07902527,5.739250183,-17.91723633,525.635437,542.5773315
13747,17.14151001,-19.93206787,-18.30130005,-30.06729126,5.317123413,-17.89951324,545.9954224,561.8251953
13781,17.24355316,-19.37672424,-17.90895844,-30.04761505,4.866455078,-17.85739899,564.9909058,579.9050903
13819,17.36535645,-18.82994843,-17.46007538,-29.99794769,4.394805908,-17.77635956,582.8960571,596.8809814
13857,17.42417908,-18.3808136,-17.03353119,-29.88516235,3.919692993,-17.63484955,600.0027466,612.8250732
13876,17.3423233,-18.07991791,-16.70156097,-29.67575836,3.460205078,-17.41304016,616.4960327,627.8416748
13910,17.07843781,-17.95749664,-16.49169922,-29.35690308,3.038467407,-17.10723114,632.4457397,642.0674438
13944,16.63278198,-18.04947662,-16.38771057,-28.96126556,2.673751831,-16.74517822,647.8309937,655.6281738
13969,16.02855682,-18.3839798,-16.35482025,-28.56543732,2.364974976,-16.38411713,662.5828857,668.5534668
14014,15.30204773,-18.94390869,-16.35935974,-28.24649811,2.083763123,-16.08306885,676.6015625,680.760437
14047,14.50062561,-19.65457916,-16.37687683,-28.03858948,1.784675598,-15.87490082,689.7021484,692.130249
14081,13.67380524,-20.41049957,-16.39334106,-27.93122864,1.420928955,-15.76365662,701.6665039,702.5805054
14117,12.86174011,-21.11054993,-16.40345764,-27.8937149,0.961029053,-15.73828888,712.4262085,712.1008911
14146,12.08843231,-21.67538452,-16.4084549,-27.89502716,0.401977539,-15.78368378,722.1117554,720.7645874
14177,11.36112976,-22.06193542,-16.41427612,-27.91243744,-0.232757568,-15.88384247,730.9557495,728.7163086
14213,10.6713028,-22.27666473,-16.43035126,-27.93312073,-0.910186768,-16.01831055,739.2114868,736.1237183
14245,10.00016785,-22.36305237,-16.46787262,-27.95240784,-1.607498169,-16.15956116,747.041748,743.0922241
14281,9.332229614,-22.37338257,-16.53624725,-27.97075653,-2.322883606,-16.28531647,754.4125977,749.6087036
14321,8.661270142,-22.35045624,-16.63629913,-27.9906311,-3.06539917,-16.39586639,761.137085,755.5751953
14362,7.986297607,-22.32250977,-16.74907684,-28.01332092,-3.830635071,-16.50211334,766.9886475,760.8803711
14390,7.313934326,-22.30457306,-16.83130646,-28.03559113,-4.591567993,-16.59074402,771.7989502,765.4307251
14422,6.660804749,-22.30183411,-16.84118652,-28.04627991,-5.314590454,-16.62071991,775.5343018,769.1491089
14453,6.045906067,-22.31212616,-16.77906799,-28.02358246,-5.9792099,-16.56434631,778.2646484,771.9719849
14481,5.4818573,-22.32649994,-16.68586731,-27.935112,-6.579994202,-16.43546295,780.0608521,773.8757935
14520,4.967567444,-22.32833099,-16.59910583,-27.74417877,-7.114929199,-16.27036285,780.9838257,774.9287109
14559,4.485168457,-22.29232788,-16.5244751,-27.42710876,-7.58354187,-16.10266113,781.1624146,775.2907104
14583,4.01084137,-22.18624878,-16.43930054,-26.99602509,-7.99798584,-15.95957947,780.8028564,775.1342773
14622,3.530738831,-21.97940826,-16.30646515,-26.49856567,-8.384368896,-15.85874939,780.0774536,774.5776978
14649,3.039962769,-21.66233063,-16.09125519,-25.98261261,-8.76713562,-15.80314636,779.0531616,773.678833
14682,2.528778076,-21.27093506,-15.78568268,-25.47167969,-9.15486908,-15.78462219,777.7387085,772.4415894
14716,1.98236084,-20.8843689,-15.43395233,-24.98591614,-9.546188354,-15.78955841,776.0986938,770.8196411
14756,1.394706726,-20.58070374,-15.12769318,-24.56247711,-9.948478699,-15.80127716,774.0233154,768.7451782
14779,0.77116394,-20.39194489,-14.95426178,-24.22994995,-10.38333893,-15.80036163,771.3778076,766.1605835
14813,0.119903564,-20.30000305,-14.93795013,-23.9733429,-10.8716507,-15.76448059,768.0592651,763.0402222
14845,-0.548339844,-20.25861359,-15.02558136,-23.73854828,-11.41706848,-15.66953278,764.0031738,759.3843384
14887,-1.219223022,-20.2120285,-15.123909,-23.46821594,-12.00650024,-15.49419403,759.2106934,755.166687
14913,-1.879356384,-20.10623932,-15.15375519,-23.13433075,-12.62101746,-15.22996521,753.7434692,750.2918701
14950,-2.514312744,-19.90089417,-15.08101654,-22.74380493,-13.23822784,-14.8923111,747.5994873,744.6240845
14987,-3.107170105,-19.58975983,-14.9146347,-22.32107544,-13.83332062,-14.51535797,740.6022949,738.0531616
15019,-3.644882202,-19.21421814,-14.67708588,-21.8884201,-14.38664246,-14.12288666,732.520813,730.5406494
15051,-4.113830566,-18.82930756,-14.36872101,-21.45156097,-14.87924957,-13.70366669,723.3256836,722.1383057
15083,-4.485305786,-18.43852234,-13.96576691,-20.98833466,-15.27773285,-13.21955109,713.2576904,712.9854736
15125,-4.717849731,-17.97486877,-13.45191956,-20.45036316,-15.53546143,-12.63530731,702.6591187,703.274292
15151,-4.777885437,-17.34941864,-12.83441162,-19.79139709,-15.61195374,-11.93660736,691.7687988,693.1841431
15185,-4.654426575,-16.51339722,-12.12533569,-18.99754333,-15.48645782,-11.12680054,680.6185303,682.8289795
15213,-4.362709045,-15.48252106,-11.32935333,-18.08370209,-15.16098022,-10.22193909,669.1213379,672.2640991
15250,-3.943725586,-14.32938385,-10.45692444,-17.06913757,-14.66026306,-9.249687195,657.2525635,661.5284424
15276,-3.452377319,-13.162323,-9.530952454,-15.96187592,-14.02214813,-8.24495697,645.100708,650.6534424
15305,-2.938980103,-12.08061218,-8.574333191,-14.76045227,-13.28366852,-7.245582581,632.7876587,639.6314697
15346,-2.444252014,-11.14289093,-7.606254578,-13.47142029,-12.48081207,-6.290969849,620.3562012,628.3903198
15384,-2.002220154,-10.38574219,-6.664001465,-12.13134003,-11.65343475,-5.420173645,607.7109375,616.805542
15411,-1.632553101,-9.841072083,-5.815032959,-10.81016541,-10.84049225,-4.665718079,594.6921997,604.7373047
15458,-1.330657959,-9.514358521,-5.121871948,-9.589736938,-10.07012939,-4.039764404,581.1466064,592.0620117
15498,-1.070709229,-9.361122131,-4.592285156,-8.528175354,-9.355758667,-3.52205658,566.9063721,578.6999512
15522,-0.818710327,-9.292762756,-4.169410706,-7.630096436,-8.703170776,-3.072875977,551.8362427,564.6330566
15553,-0.546798706,-9.208633423,-3.771598816,-6.856208801,-8.115066528,-2.666343689,535.9633789,549.9049683
15592,-0.247009277,-9.045692444,-3.347320557,-6.160667419,-7.585929871,-2.304626465,519.5167847,534.6297607
15615,0.060951233,-8.807373047,-2.893188477,-5.508781433,-7.106697083,-1.997077942,502.8010254,519.0015869
15652,0.340530396,-8.528938293,-2.421676636,-4.881149292,-6.679466248,-1.734741211,486.0062866,503.2543335
15679,0.562164307,-8.222053528,-1.932418823,-4.279563904,-6.316337585,-1.49030304,469.161499,487.5856628
15715,0.715393066,-7.868270874,-1.427856445,-3.717208862,-6.022422791,-1.23841095,452.2439575,472.0848999
15761,0.804168701,-7.450080872,-0.931594849,-3.203598022,-5.788658142,-0.97416687,435.2542114,456.6807251
15791,0.838821411,-6.96913147,-0.466949463,-2.743812561,-5.600730896,-0.713554382,418.2019653,441.1747437
15816,0.831192017,-6.442947388,-0.034164429,-2.340301514,-5.451576233,-0.482131958,401.0952759,425.3713989
15850,0.792556763,-5.900474548,0.375045776,-1.98614502,-5.351234436,-0.308898926,383.9747009,409.1771545
15885,0.733718872,-5.383911133,0.757324219,-1.660118103,-5.327865601,-0.217185974,366.9302063,392.6210938
15914,0.6667099,-4.942092896,1.102523804,-1.335136414,-5.40637207,-0.204368591,350.0220032,375.8403931
15957,0.607551575,-4.598770142,1.413665771,-0.982696533,-5.57661438,-0.232879639,333.2023621,359.0002747
15984,0.579292297,-4.321006775,1.721572876,-0.56703949,-5.789649963,-0.251037598,316.3560486,342.2054749
16028,0.614456177,-4.026847839,2.07258606,-0.054519653,-5.982505798,-0.22253418,299.3901978,325.5081787
16060,0.755683899,-3.626853943,2.495010376,0.56690979,-6.094604492,-0.126419067,282.423584,308.9377441
16089,1.05279541,-3.058792114,2.990646362,1.284690857,-6.065872192,0.06892395,266.206665,292.4866333
16131,1.554222107,-2.276489258,3.567504883,2.083564758,-5.832466125,0.418869019,252.4953613,276.1260071
16151,2.296844482,-1.224029541,4.26008606,2.972259521,-5.329902649,0.987342834,243.6721802,259.875946
16193,3.304946899,0.134170532,5.104049683,3.985031128,-4.503585815,1.82232666,240.5510559,243.8781891
16226,4.596473694,1.761444092,6.112136841,5.166503906,-3.320022583,2.947097778,239.4900818,228.4330292
16246,6.182121277,3.5545578,7.278274536,6.555847168,-1.771629333,4.362930298,233.8971863,213.967926
